bus_phs,vbase,vglm,vdiff
TRIP_LOAD_611_C_H_20_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_21_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_21_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_22_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_22_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_23_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_23_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_24_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_24_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_25_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_25_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_26_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_26_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_27_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_27_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_28_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_28_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_29_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_29_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_30_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_30_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_31_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_31_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_32_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_32_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_33_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_33_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_34_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_34_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_35_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_35_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_36_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_36_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_37_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_37_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_38_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_38_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_39_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_39_B,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_40_A,1.19250,0.68959,0.50291
TRIP_LOAD_611_C_H_40_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_1_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_1_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_2_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_2_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_3_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_3_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_4_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_4_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_5_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_5_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_6_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_6_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_7_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_7_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_8_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_8_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_9_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_9_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_10_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_10_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_11_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_11_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_12_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_12_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_13_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_13_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_14_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_14_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_15_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_15_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_16_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_16_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_17_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_17_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_18_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_18_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_19_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_19_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_20_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_20_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_21_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_21_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_22_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_22_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_23_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_23_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_24_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_24_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_25_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_25_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_26_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_26_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_27_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_27_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_28_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_28_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_29_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_29_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_30_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_30_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_31_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_31_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_32_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_32_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_33_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_33_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_34_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_34_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_35_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_35_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_36_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_36_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_37_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_37_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_38_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_38_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_39_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_39_B,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_40_A,1.19250,0.68959,0.50291
TRIP_LOAD_684_C_H_40_B,1.19250,0.68959,0.50291
TRIP_NODE_692_C_1_A,1.19260,0.68967,0.50293
TRIP_NODE_692_C_1_B,1.19260,0.68967,0.50293
TRIP_NODE_692_C_2_A,1.19260,0.68967,0.50293
TRIP_NODE_692_C_2_B,1.19260,0.68967,0.50293
TRIP_NODE_692_C_3_A,1.19260,0.68967,0.50293
TRIP_NODE_692_C_3_B,1.19260,0.68967,0.50293
TRIP_NODE_692_C_4_A,1.19260,0.68967,0.50293
TRIP_NODE_692_C_4_B,1.19260,0.68967,0.50293
TRIP_NODE_692_C_5_A,1.19260,0.68967,0.50293
TRIP_NODE_692_C_5_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_1_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_1_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_2_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_2_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_3_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_3_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_4_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_4_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_5_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_5_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_6_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_6_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_7_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_7_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_8_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_8_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_9_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_9_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_10_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_10_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_11_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_11_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_12_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_12_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_13_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_13_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_14_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_14_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_15_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_15_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_16_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_16_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_17_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_17_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_18_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_18_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_19_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_19_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_20_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_20_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_21_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_21_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_22_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_22_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_23_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_23_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_24_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_24_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_25_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_25_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_26_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_26_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_27_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_27_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_28_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_28_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_29_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_29_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_30_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_30_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_31_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_31_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_32_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_32_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_33_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_33_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_34_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_34_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_35_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_35_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_36_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_36_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_37_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_37_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_38_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_38_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_39_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_39_B,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_40_A,1.19260,0.68967,0.50293
TRIP_LOAD_692_C_H_40_B,1.19260,0.68967,0.50293
TRIP_NODE_671_C_1_A,1.19260,0.68965,0.50295
TRIP_NODE_671_C_1_B,1.19260,0.68965,0.50295
TRIP_NODE_671_C_2_A,1.19260,0.68965,0.50295
TRIP_NODE_671_C_2_B,1.19260,0.68965,0.50295
TRIP_NODE_671_C_3_A,1.19260,0.68965,0.50295
TRIP_NODE_671_C_3_B,1.19260,0.68965,0.50295
TRIP_NODE_671_C_4_A,1.19260,0.68965,0.50295
TRIP_NODE_671_C_4_B,1.19260,0.68965,0.50295
TRIP_NODE_671_C_5_A,1.19260,0.68965,0.50295
TRIP_NODE_671_C_5_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_1_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_1_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_2_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_2_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_3_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_3_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_4_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_4_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_5_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_5_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_6_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_6_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_7_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_7_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_8_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_8_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_9_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_9_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_10_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_10_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_11_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_11_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_12_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_12_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_13_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_13_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_14_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_14_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_15_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_15_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_16_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_16_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_17_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_17_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_18_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_18_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_19_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_19_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_20_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_20_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_21_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_21_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_22_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_22_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_23_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_23_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_24_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_24_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_25_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_25_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_26_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_26_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_27_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_27_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_28_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_28_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_29_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_29_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_30_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_30_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_31_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_31_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_32_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_32_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_33_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_33_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_34_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_34_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_35_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_35_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_36_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_36_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_37_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_37_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_38_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_38_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_39_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_39_B,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_40_A,1.19260,0.68965,0.50295
TRIP_LOAD_671_C_H_40_B,1.19260,0.68965,0.50295
TRIP_LOAD_675_B_H_1_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_2_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_3_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_4_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_5_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_6_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_7_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_8_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_9_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_10_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_11_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_12_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_13_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_14_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_15_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_16_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_17_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_18_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_19_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_20_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_21_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_22_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_23_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_24_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_25_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_26_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_27_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_28_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_29_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_30_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_31_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_32_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_33_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_34_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_35_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_36_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_37_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_38_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_39_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_40_B,1.18940,0.68639,0.50301
TRIP_LOAD_675_B_H_1_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_2_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_3_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_4_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_5_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_6_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_7_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_8_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_9_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_10_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_11_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_12_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_13_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_14_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_15_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_16_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_17_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_18_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_19_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_20_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_21_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_22_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_23_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_24_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_25_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_26_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_27_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_28_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_29_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_30_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_31_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_32_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_33_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_34_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_35_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_36_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_37_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_38_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_39_A,1.18950,0.68633,0.50317
TRIP_LOAD_675_B_H_40_A,1.18950,0.68633,0.50317
TRIP_NODE_675_B_1_A,1.18950,0.68630,0.50320
TRIP_NODE_675_B_2_A,1.18950,0.68630,0.50320
TRIP_NODE_675_B_3_A,1.18950,0.68630,0.50320
TRIP_NODE_675_B_4_A,1.18950,0.68630,0.50320
TRIP_NODE_675_B_5_A,1.18950,0.68630,0.50320
TRIP_NODE_675_B_1_B,1.18950,0.68630,0.50320
TRIP_NODE_675_B_2_B,1.18950,0.68630,0.50320
TRIP_NODE_675_B_3_B,1.18950,0.68630,0.50320
TRIP_NODE_675_B_4_B,1.18950,0.68630,0.50320
TRIP_NODE_675_B_5_B,1.18950,0.68630,0.50320
XFMR_METER_680_C_1_C,1.19260,0.68922,0.50338
XFMR_METER_680_C_2_C,1.19260,0.68922,0.50338
XFMR_METER_680_C_3_C,1.19260,0.68922,0.50338
XFMR_METER_680_C_4_C,1.19260,0.68922,0.50338
XFMR_METER_680_C_5_C,1.19260,0.68922,0.50338
N680_C,1.19260,0.68922,0.50338
METER_680_C_C,1.19260,0.68922,0.50338
XFMR_METER_611_C_1_C,1.19250,0.68908,0.50342
XFMR_METER_611_C_2_C,1.19250,0.68908,0.50342
XFMR_METER_611_C_3_C,1.19250,0.68908,0.50342
XFMR_METER_611_C_4_C,1.19250,0.68908,0.50342
XFMR_METER_611_C_5_C,1.19250,0.68908,0.50342
N611_C,1.19250,0.68908,0.50342
