class.name.phs,ibase,idss,idiff
LOAD.TRIP_LOAD_671_A_14.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_15.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_16.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_17.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_18.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_19.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_20.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_21.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_22.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_23.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_24.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_25.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_26.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_27.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_28.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_29.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_30.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_31.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_32.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_33.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_34.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_35.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_36.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_37.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_38.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_39.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_671_A_40.1,2.427,6.052,3.625
LOAD.TRIP_LOAD_675_C_1.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_2.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_3.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_4.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_5.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_6.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_7.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_8.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_9.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_10.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_11.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_12.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_13.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_14.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_15.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_16.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_17.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_18.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_19.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_20.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_21.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_22.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_23.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_24.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_25.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_26.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_27.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_28.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_29.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_30.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_31.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_32.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_33.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_34.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_35.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_36.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_37.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_38.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_39.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_40.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_1.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_2.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_3.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_4.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_5.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_6.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_7.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_8.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_9.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_10.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_11.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_12.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_13.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_14.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_15.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_16.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_17.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_18.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_19.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_20.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_21.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_22.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_23.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_24.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_25.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_26.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_27.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_28.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_29.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_30.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_31.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_32.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_33.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_34.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_35.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_36.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_37.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_38.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_39.2,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_40.2,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_1.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_2.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_3.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_4.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_5.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_6.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_7.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_8.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_9.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_10.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_11.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_12.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_13.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_14.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_15.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_16.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_17.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_18.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_19.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_20.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_21.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_22.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_23.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_24.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_25.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_26.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_27.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_28.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_29.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_30.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_31.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_32.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_33.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_34.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_35.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_36.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_37.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_38.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_39.1,2.445,6.075,3.629
LOAD.TRIP_LOAD_675_C_40.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_1.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_2.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_3.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_4.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_5.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_6.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_7.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_8.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_9.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_10.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_11.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_12.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_13.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_14.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_15.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_16.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_17.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_18.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_19.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_20.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_21.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_22.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_23.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_24.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_25.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_26.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_27.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_28.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_29.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_30.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_31.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_32.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_33.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_34.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_35.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_36.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_37.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_38.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_39.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_C_H_40.1,2.445,6.075,3.629
LINE.TRIP_LINE_675_A_H_1.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_2.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_3.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_4.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_5.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_6.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_7.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_8.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_9.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_10.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_11.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_12.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_13.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_14.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_15.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_16.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_17.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_18.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_19.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_20.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_21.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_22.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_23.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_24.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_25.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_26.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_27.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_28.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_29.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_30.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_31.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_32.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_33.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_34.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_35.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_36.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_37.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_38.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_39.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_40.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_1.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_2.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_3.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_4.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_5.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_6.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_7.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_8.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_9.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_10.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_11.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_12.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_13.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_14.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_15.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_16.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_17.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_18.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_19.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_20.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_21.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_22.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_23.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_24.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_25.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_26.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_27.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_28.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_29.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_30.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_31.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_32.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_33.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_34.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_35.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_36.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_37.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_38.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_39.2,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_40.2,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_1.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_2.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_3.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_4.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_5.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_6.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_7.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_8.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_9.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_10.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_11.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_12.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_13.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_14.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_15.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_16.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_17.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_18.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_19.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_20.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_21.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_22.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_23.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_24.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_25.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_26.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_27.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_28.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_29.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_30.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_31.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_32.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_33.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_34.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_35.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_36.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_37.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_38.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_39.1,2.442,6.083,3.641
LINE.TRIP_LINE_675_A_H_40.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_1.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_2.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_3.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_4.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_5.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_6.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_7.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_8.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_9.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_10.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_11.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_12.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_13.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_14.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_15.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_16.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_17.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_18.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_19.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_20.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_21.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_22.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_23.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_24.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_25.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_26.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_27.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_28.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_29.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_30.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_31.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_32.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_33.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_34.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_35.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_36.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_37.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_38.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_39.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_675_A_40.1,2.442,6.083,3.641
LOAD.TRIP_LOAD_680_B_1.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_2.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_3.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_4.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_5.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_6.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_7.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_8.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_9.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_10.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_11.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_12.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_13.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_14.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_15.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_16.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_17.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_18.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_19.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_20.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_21.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_22.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_23.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_24.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_25.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_26.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_27.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_28.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_29.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_30.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_31.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_32.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_33.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_34.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_35.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_36.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_37.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_38.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_39.2,2.425,6.078,3.653
LOAD.TRIP_LOAD_680_B_40.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_1.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_2.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_3.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_4.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_5.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_6.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_7.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_8.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_9.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_10.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_11.2,2.425,6.078,3.653
LINE.TRIP_LINE_680_B_H_12.2,2.425,6.078,3.653
