Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"TRIP_LOAD_632_B_H_18", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_19", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_20", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_21", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_22", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_23", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_24", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"XFMR_METER_632_B_4", 2.4, 2,    1606.73,  -92.1,    1.1596, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_B_4", 0.12, 1,    80.3367,  -92.1,    1.1596, 2,    80.3367,   87.9,    1.1596, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_25", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_26", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_27", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_28", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_29", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_30", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_31", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_32", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"XFMR_METER_632_B_5", 2.4, 2,    1606.73,  -92.1,    1.1596, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_B_5", 0.12, 1,    80.3367,  -92.1,    1.1596, 2,    80.3367,   87.9,    1.1596, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_33", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_34", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_35", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_36", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_37", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_38", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_39", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"TRIP_LOAD_632_B_H_40", 0.12, 1,    80.3381,  -92.1,    1.1596, 2,    80.3326,   87.9,    1.1595, 0, 0, 0, 0
"XFMR_METER_632_C_1", 2.4, 3,    1614.64,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_C_1", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_632_C_H_1", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_2", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_3", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_4", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_5", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_6", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_7", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_8", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_632_C_2", 2.4, 3,    1614.64,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_C_2", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_632_C_H_9", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_10", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_11", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_12", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_13", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_14", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_15", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_16", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_632_C_3", 2.4, 3,    1614.64,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_C_3", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_632_C_H_17", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_18", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_19", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_20", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_21", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_22", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_23", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_24", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_632_C_4", 2.4, 3,    1614.64,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_C_4", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_632_C_H_25", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_26", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_27", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_28", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_29", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_30", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_31", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_32", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_632_C_5", 2.4, 3,    1614.64,  149.0,    1.1653, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_632_C_5", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 0, 0, 0, 0
"TRIP_LOAD_632_C_H_33", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_34", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_35", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_36", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_37", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_38", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_39", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"TRIP_LOAD_632_C_H_40", 0.12, 1,    80.7322,  149.0,    1.1653, 2,    80.7322,  -31.0,    1.1653, 3,          0,    0.0,         0
"XFMR_METER_692_A_1", 2.4, 1,    1630.76,   26.5,    1.1769, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_A_1", 0.12, 1,    81.5382,   26.5,    1.1769, 2,    81.5382, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_1", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_2", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_3", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_4", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_5", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_6", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_7", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_8", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"XFMR_METER_692_A_2", 2.4, 1,    1630.76,   26.5,    1.1769, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_A_2", 0.12, 1,    81.5382,   26.5,    1.1769, 2,    81.5382, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_9", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_10", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_11", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_12", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_13", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_14", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_15", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_16", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"XFMR_METER_692_A_3", 2.4, 1,    1630.76,   26.5,    1.1769, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_A_3", 0.12, 1,    81.5382,   26.5,    1.1769, 2,    81.5382, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_17", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_18", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_19", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_20", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_21", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_22", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_23", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_24", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"XFMR_METER_692_A_4", 2.4, 1,    1630.76,   26.5,    1.1769, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_A_4", 0.12, 1,    81.5382,   26.5,    1.1769, 2,    81.5382, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_25", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_26", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_27", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_28", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_29", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_30", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_31", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_32", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"XFMR_METER_692_A_5", 2.4, 1,    1630.76,   26.5,    1.1769, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_A_5", 0.12, 1,    81.5382,   26.5,    1.1769, 2,    81.5382, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_33", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_34", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_35", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_36", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_37", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_38", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_39", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"TRIP_LOAD_692_A_H_40", 0.12, 1,     81.534,   26.5,    1.1768, 2,    81.5396, -153.5,    1.1769, 0, 0, 0, 0
"XFMR_METER_692_B_1", 2.4, 2,    1640.02,  -92.7,    1.1836, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_B_1", 0.12, 1,    82.0011,  -92.7,    1.1836, 2,    82.0011,   87.3,    1.1836, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_1", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_2", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_3", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_4", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_5", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_6", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_7", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_8", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"XFMR_METER_692_B_2", 2.4, 2,    1640.02,  -92.7,    1.1836, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_B_2", 0.12, 1,    82.0011,  -92.7,    1.1836, 2,    82.0011,   87.3,    1.1836, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_9", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_10", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_11", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_12", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_13", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_14", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_15", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_16", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"XFMR_METER_692_B_3", 2.4, 2,    1640.02,  -92.7,    1.1836, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_B_3", 0.12, 1,    82.0011,  -92.7,    1.1836, 2,    82.0011,   87.3,    1.1836, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_17", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_18", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_19", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_20", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_21", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_22", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_23", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_24", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"XFMR_METER_692_B_4", 2.4, 2,    1640.02,  -92.7,    1.1836, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_B_4", 0.12, 1,    82.0011,  -92.7,    1.1836, 2,    82.0011,   87.3,    1.1836, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_25", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_26", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_27", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_28", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_29", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_30", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_31", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_32", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"XFMR_METER_692_B_5", 2.4, 2,    1640.02,  -92.7,    1.1836, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_B_5", 0.12, 1,    82.0011,  -92.7,    1.1836, 2,    82.0011,   87.3,    1.1836, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_33", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_34", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_35", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_36", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_37", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_38", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_39", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"TRIP_LOAD_692_B_H_40", 0.12, 1,    82.0026,  -92.7,    1.1836, 2,    81.9969,   87.3,    1.1835, 0, 0, 0, 0
"XFMR_METER_692_C_1", 2.4, 3,    1651.63,  148.5,     1.192, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_692_C_1", 0.12, 1,    82.5815,  148.5,     1.192, 2,    82.5815,  -31.5,     1.192, 0, 0, 0, 0
"TRIP_LOAD_692_C_H_1", 0.12, 1,    82.5815,  148.5,     1.192, 2,    82.5815,  -31.5,     1.192, 3,          0,    0.0,         0
"TRIP_LOAD_692_C_H_2", 0.12, 1,    82.5815,  148.5,     1.192, 2,    82.5815,  -31.5,     1.192, 3,          0,    0.0,         0
"TRIP_LOAD_692_C_H_3", 0.12, 1,    82.5815,  148.5,     1.192, 2,    82.5815,  -31.5,     1.192, 3,          0,    0.0,         0
"TRIP_LOAD_692_C_H_4", 0.12, 1,    82.5815,  148.5,     1.192, 2,    82.5815,  -31.5,     1.192, 3,          0,    0.0,         0
"TRIP_LOAD_692_C_H_5", 0.12, 1,    82.5815,  148.5,     1.192, 2,    82.5815,  -31.5,     1.192, 3,          0,    0.0,         0
